,track_id,date,lon vor,lat vor,vor42,region,geometry,period
343249,20202365,2020-04-06 16:00:00,-50.90301499999998,-42.086338,6.959977,ARG,POINT (-50.90301499999998 -42.086338),intensification
343250,20202365,2020-04-06 17:00:00,-50.525848,-41.98912,7.309217,ARG,POINT (-50.525847999999996 -41.98912),intensification
343251,20202365,2020-04-06 18:00:00,-50.16351300000002,-41.869228,7.614651,ARG,POINT (-50.16351300000002 -41.869228),intensification
343252,20202365,2020-04-06 19:00:00,-49.784760000000006,-41.782429,7.880321,ARG,POINT (-49.784760000000006 -41.782429),intensification
343253,20202365,2020-04-06 20:00:00,-49.36209100000002,-41.698692,8.144335,ARG,POINT (-49.36209100000002 -41.698692),intensification
343254,20202365,2020-04-06 21:00:00,-48.99941999999999,-41.663074,8.377418,ARG,POINT (-48.999419999999986 -41.663074),intensification
343255,20202365,2020-04-06 22:00:00,-48.34448200000003,-41.784264,8.742754,ARG,POINT (-48.34448200000003 -41.784264),intensification
343256,20202365,2020-04-06 23:00:00,-48.062836,-41.627243,8.916329,ARG,POINT (-48.062836000000004 -41.627243),intensification
343257,20202365,2020-04-07 00:00:00,-47.82086199999998,-41.48605,9.167649,ARG,POINT (-47.82086199999998 -41.48605),intensification
343258,20202365,2020-04-07 01:00:00,-47.53478999999999,-41.430576,9.276066,ARG,POINT (-47.53478999999999 -41.430576),intensification
343259,20202365,2020-04-07 02:00:00,-47.24264499999998,-41.342094,9.428872,ARG,POINT (-47.24264499999998 -41.342094),intensification
343260,20202365,2020-04-07 03:00:00,-46.88284299999998,-41.312435,9.507002,ARG,POINT (-46.88284299999998 -41.312435),intensification
343261,20202365,2020-04-07 04:00:00,-46.552002000000016,-41.278076,9.7114,ARG,POINT (-46.552002000000016 -41.278076),intensification
343262,20202365,2020-04-07 05:00:00,-46.071747000000016,-41.16087,10.05391,ARG,POINT (-46.071747000000016 -41.16087),intensification
343263,20202365,2020-04-07 06:00:00,-45.738129000000015,-41.041077,10.05696,ARG,POINT (-45.738129000000015 -41.041077),intensification
343264,20202365,2020-04-07 07:00:00,-45.340393000000006,-40.979298,10.278,ARG,POINT (-45.340393000000006 -40.979298),intensification
343265,20202365,2020-04-07 08:00:00,-44.951233,-40.896038,10.47793,ARG,POINT (-44.951233 -40.896038),intensification
343266,20202365,2020-04-07 09:00:00,-44.73339800000002,-40.854954,10.5035,ARG,POINT (-44.73339800000002 -40.854954),intensification
343267,20202365,2020-04-07 10:00:00,-44.426147000000014,-40.751202,10.57984,ARG,POINT (-44.426147000000014 -40.751202),intensification
343268,20202365,2020-04-07 11:00:00,-44.047882000000016,-40.658123,10.52403,ARG,POINT (-44.047882000000016 -40.658123),intensification
343269,20202365,2020-04-07 12:00:00,-43.823151,-40.674049,10.45521,ARG,POINT (-43.823150999999996 -40.674049),intensification
343270,20202365,2020-04-07 13:00:00,-43.59552000000002,-40.760357,10.56797,ARG,POINT (-43.59552000000002 -40.760357),intensification
343271,20202365,2020-04-07 14:00:00,-43.33010899999999,-40.755589,10.56287,ARG,POINT (-43.33010899999999 -40.755589),intensification
343272,20202365,2020-04-07 15:00:00,-43.07302900000002,-40.739029,10.56044,ARG,POINT (-43.07302900000002 -40.739029),intensification
343273,20202365,2020-04-07 16:00:00,-42.823059,-40.707443,10.60365,ARG,POINT (-42.823059 -40.707443),
343274,20202365,2020-04-07 17:00:00,-42.55560300000002,-40.637432,10.57926,ARG,POINT (-42.55560300000002 -40.637432),
343275,20202365,2020-04-07 18:00:00,-42.38372800000002,-40.588779,10.51435,ARG,POINT (-42.38372800000002 -40.588779),mature
343276,20202365,2020-04-07 19:00:00,-42.19003300000003,-40.517555,10.45244,ARG,POINT (-42.19003300000003 -40.517555),mature
343277,20202365,2020-04-07 20:00:00,-41.96878099999998,-40.450134,10.37993,ARG,POINT (-41.96878099999998 -40.450134),mature
343278,20202365,2020-04-07 21:00:00,-41.65429699999999,-40.384354,10.25816,ARG,POINT (-41.654296999999985 -40.384354),mature
343279,20202365,2020-04-07 22:00:00,-41.311188000000016,-40.454754,10.19395,ARG,POINT (-41.311188000000016 -40.454754),mature
343280,20202365,2020-04-07 23:00:00,-41.032561999999984,-40.390137,10.20252,ARG,POINT (-41.032561999999984 -40.390137),mature
343281,20202365,2020-04-08 00:00:00,-40.839966,-40.333607,10.1469,ARG,POINT (-40.839966000000004 -40.333607),mature
343282,20202365,2020-04-08 01:00:00,-40.55963100000002,-40.255341,10.10905,ARG,POINT (-40.559631000000024 -40.255341),mature
343283,20202365,2020-04-08 02:00:00,-40.33718900000002,-40.177841,10.07614,ARG,POINT (-40.33718900000002 -40.177841),mature
343284,20202365,2020-04-08 03:00:00,-40.134949000000006,-40.107712,9.988303,ARG,POINT (-40.134949000000006 -40.107712),mature
343285,20202365,2020-04-08 04:00:00,-39.921265000000005,-40.04269,9.850606,ARG,POINT (-39.921265000000005 -40.04269),mature
343286,20202365,2020-04-08 05:00:00,-39.73144500000001,-39.959137,9.730189,ARG,POINT (-39.73144500000001 -39.959137),mature
343287,20202365,2020-04-08 06:00:00,-39.55728099999999,-39.874607,9.572524,ARG,POINT (-39.55728099999999 -39.874607),mature
343288,20202365,2020-04-08 07:00:00,-39.35592700000001,-39.741077,9.516746,ARG,POINT (-39.35592700000001 -39.741077),mature
343289,20202365,2020-04-08 08:00:00,-39.16937300000001,-39.606365,9.462809,ARG,POINT (-39.16937300000001 -39.606365),mature
343290,20202365,2020-04-08 09:00:00,-38.955963,-39.459316,9.43703,ARG,POINT (-38.955963 -39.459316),mature
343291,20202365,2020-04-08 10:00:00,-38.93588299999999,-39.381264,9.217288,ARG,POINT (-38.93588299999999 -39.381264),mature
343292,20202365,2020-04-08 11:00:00,-38.74267600000002,-39.284081,9.215716,ARG,POINT (-38.74267600000002 -39.284081),mature
343293,20202365,2020-04-08 12:00:00,-38.54547100000002,-39.199024,9.269588,ARG,POINT (-38.54547100000002 -39.199024),mature
343294,20202365,2020-04-08 13:00:00,-38.34841899999998,-39.117355,9.308226,ARG,POINT (-38.34841899999998 -39.117355),mature
343295,20202365,2020-04-08 14:00:00,-38.116669,-39.003719,9.341352,ARG,POINT (-38.116669 -39.003719),mature
343296,20202365,2020-04-08 15:00:00,-37.92041,-38.871647,9.348389,ARG,POINT (-37.920410000000004 -38.871647),mature
343297,20202365,2020-04-08 16:00:00,-37.70107999999999,-38.750462,9.271656,ARG,POINT (-37.70107999999999 -38.750462),mature
343298,20202365,2020-04-08 17:00:00,-37.47128300000003,-38.61726,9.214669,ARG,POINT (-37.47128300000003 -38.61726),mature
343299,20202365,2020-04-08 18:00:00,-37.186127,-38.558945,9.184586,ARG,POINT (-37.186127 -38.558945),mature
343300,20202365,2020-04-08 19:00:00,-36.96005200000002,-38.441822,9.080955,ARG,POINT (-36.96005200000002 -38.441822),
343301,20202365,2020-04-08 20:00:00,-36.79187000000002,-38.358219,8.974974,ARG,POINT (-36.79187000000002 -38.358219),
343302,20202365,2020-04-08 21:00:00,-36.64041099999997,-38.238361,8.878515,ARG,POINT (-36.64041099999997 -38.238361),decay
343303,20202365,2020-04-08 22:00:00,-36.418793,-38.123638,8.784739,ARG,POINT (-36.418792999999994 -38.123638),decay
343304,20202365,2020-04-08 23:00:00,-36.30148300000002,-38.007683,8.741354,ARG,POINT (-36.30148300000002 -38.007683),decay
343305,20202365,2020-04-09 00:00:00,-36.15020800000002,-37.925297,8.766007,ARG,POINT (-36.15020800000002 -37.925297),decay
343306,20202365,2020-04-09 01:00:00,-36.035797,-37.898052,8.740886,ARG,POINT (-36.035797 -37.898052),decay
343307,20202365,2020-04-09 02:00:00,-35.89007600000002,-37.833862,8.714453,ARG,POINT (-35.89007600000002 -37.833862),decay
343308,20202365,2020-04-09 03:00:00,-35.874146,-37.756809,8.596957,ARG,POINT (-35.874145999999996 -37.756809),decay
343309,20202365,2020-04-09 04:00:00,-35.86175500000002,-37.632278,8.393883,ARG,POINT (-35.86175500000002 -37.632278),decay
343310,20202365,2020-04-09 05:00:00,-35.888184000000024,-37.518417,8.228408,ARG,POINT (-35.888184000000024 -37.518417),decay
343311,20202365,2020-04-09 06:00:00,-35.874573,-37.413773,8.085787,ARG,POINT (-35.874573 -37.413773),decay
343312,20202365,2020-04-09 07:00:00,-35.839049999999986,-37.313541,7.949454,ARG,POINT (-35.839049999999986 -37.313541),decay
343313,20202365,2020-04-09 08:00:00,-35.777557,-37.171936,7.778381,ARG,POINT (-35.777557 -37.171936),decay
343314,20202365,2020-04-09 09:00:00,-35.726440000000025,-37.01561,7.625315,ARG,POINT (-35.726440000000025 -37.01561),decay
343315,20202365,2020-04-09 10:00:00,-35.316314999999975,-37.02396,7.402902,ARG,POINT (-35.316314999999975 -37.02396),decay
343316,20202365,2020-04-09 11:00:00,-35.264617999999984,-36.870277,7.274157,ARG,POINT (-35.264617999999984 -36.870277),decay
343317,20202365,2020-04-09 12:00:00,-35.202361999999994,-36.743423,7.179817,ARG,POINT (-35.202361999999994 -36.743423),decay
343318,20202365,2020-04-09 13:00:00,-35.18798800000002,-36.561497,7.06482,ARG,POINT (-35.18798800000002 -36.561497),decay
343319,20202365,2020-04-09 14:00:00,-35.220489999999984,-36.349621,6.925626,ARG,POINT (-35.220489999999984 -36.349621),decay
343320,20202365,2020-04-09 15:00:00,-35.17648300000002,-36.165653,6.885255,ARG,POINT (-35.17648300000002 -36.165653),decay
343321,20202365,2020-04-09 16:00:00,-35.167816000000016,-36.000515,6.795927,ARG,POINT (-35.167816000000016 -36.000515),decay
343322,20202365,2020-04-09 17:00:00,-35.17715500000003,-35.832592,6.674927,ARG,POINT (-35.17715500000003 -35.832592),decay
343323,20202365,2020-04-09 18:00:00,-35.17340100000001,-35.661976,6.543087,ARG,POINT (-35.17340100000001 -35.661976),decay
343324,20202365,2020-04-09 19:00:00,-35.07772799999998,-35.512913,6.468653,ARG,POINT (-35.07772799999998 -35.512913),decay
343325,20202365,2020-04-09 20:00:00,-35.01800500000002,-35.37896,6.409027,ARG,POINT (-35.01800500000002 -35.37896),decay
343326,20202365,2020-04-09 21:00:00,-34.93563799999998,-35.255032,6.369061,ARG,POINT (-34.93563799999998 -35.255032),decay
343327,20202365,2020-04-09 22:00:00,-34.85137900000001,-35.202156,6.288426,ARG,POINT (-34.85137900000001 -35.202156),decay
343328,20202365,2020-04-09 23:00:00,-34.764313000000016,-35.083603,6.225867,ARG,POINT (-34.764313000000016 -35.083603),decay
343329,20202365,2020-04-10 00:00:00,-34.62063599999999,-35.021664,6.211954,ARG,POINT (-34.62063599999999 -35.021664),decay
343330,20202365,2020-04-10 01:00:00,-34.524902,-34.971336,6.25721,ARG,POINT (-34.524902 -34.971336),decay
343331,20202365,2020-04-10 02:00:00,-34.45974699999999,-34.930267,6.266619,ARG,POINT (-34.45974699999999 -34.930267),decay
343332,20202365,2020-04-10 03:00:00,-34.46392800000001,-34.863914,6.247152,ARG,POINT (-34.46392800000001 -34.863914),decay
343333,20202365,2020-04-10 04:00:00,-34.507934999999975,-34.788212,6.196885,ARG,POINT (-34.507934999999975 -34.788212),decay
343334,20202365,2020-04-10 05:00:00,-34.49142499999999,-34.716053,6.164989,ARG,POINT (-34.49142499999999 -34.716053),decay
343335,20202365,2020-04-10 06:00:00,-34.494598,-34.639542,6.099547,ARG,POINT (-34.494597999999996 -34.639542),decay
343336,20202365,2020-04-10 07:00:00,-34.484984999999995,-34.559914,6.067996,ARG,POINT (-34.484984999999995 -34.559914),decay
343337,20202365,2020-04-10 08:00:00,-34.50842299999999,-34.450451,6.021746,ARG,POINT (-34.50842299999999 -34.450451),decay
343338,20202365,2020-04-10 09:00:00,-34.46490499999999,-34.363476,5.996297,ARG,POINT (-34.46490499999999 -34.363476),decay
343339,20202365,2020-04-10 10:00:00,-34.310546999999985,-34.477543,5.875482,ARG,POINT (-34.310546999999985 -34.477543),decay
343340,20202365,2020-04-10 11:00:00,-34.267638999999974,-34.467239,5.868433,ARG,POINT (-34.267638999999974 -34.467239),decay
343341,20202365,2020-04-10 12:00:00,-34.16790800000001,-34.483154,5.872354,ARG,POINT (-34.16790800000001 -34.483154),decay
343342,20202365,2020-04-10 13:00:00,-34.115295,-34.503441,5.92534,ARG,POINT (-34.115295 -34.503441),decay
343343,20202365,2020-04-10 14:00:00,-34.03008999999997,-34.538029,5.948663,ARG,POINT (-34.03008999999997 -34.538029),decay
343344,20202365,2020-04-10 15:00:00,-33.95461999999998,-34.568333,5.948912,ARG,POINT (-33.95461999999998 -34.568333),decay
343345,20202365,2020-04-10 16:00:00,-33.86233499999997,-34.634586,5.95853,ARG,POINT (-33.86233499999997 -34.634586),decay
343346,20202365,2020-04-10 17:00:00,-33.790344000000005,-34.665272,5.938457,ARG,POINT (-33.790344000000005 -34.665272),decay
343347,20202365,2020-04-10 18:00:00,-33.741821000000016,-34.677414,5.914053,ARG,POINT (-33.741821000000016 -34.677414),decay
343348,20202365,2020-04-10 19:00:00,-33.72436499999998,-34.676987,5.897226,ARG,POINT (-33.72436499999998 -34.676987),decay
343349,20202365,2020-04-10 20:00:00,-33.724335,-34.68084,5.87238,ARG,POINT (-33.724334999999996 -34.68084),decay
343350,20202365,2020-04-10 21:00:00,-33.72820999999999,-34.676758,5.837015,ARG,POINT (-33.72820999999999 -34.676758),decay
343351,20202365,2020-04-10 22:00:00,-33.602202999999975,-34.793934,5.992634,ARG,POINT (-33.602202999999975 -34.793934),decay
343352,20202365,2020-04-10 23:00:00,-33.613707999999974,-34.779343,5.97855,ARG,POINT (-33.613707999999974 -34.779343),decay
343353,20202365,2020-04-11 00:00:00,-33.683745999999985,-34.769062,6.01287,ARG,POINT (-33.683745999999985 -34.769062),decay
343354,20202365,2020-04-11 01:00:00,-33.75830100000002,-34.746048,6.009091,ARG,POINT (-33.75830100000002 -34.746048),decay
343355,20202365,2020-04-11 02:00:00,-33.78179899999998,-34.771889,6.064791,ARG,POINT (-33.78179899999998 -34.771889),decay
343356,20202365,2020-04-11 03:00:00,-33.87274200000002,-34.772408,6.09266,ARG,POINT (-33.87274200000002 -34.772408),decay
343357,20202365,2020-04-11 04:00:00,-33.960631999999976,-34.787899,6.130289,ARG,POINT (-33.960631999999976 -34.787899),decay
343358,20202365,2020-04-11 05:00:00,-34.077117999999984,-34.817612,6.187135,ARG,POINT (-34.077117999999984 -34.817612),decay
343359,20202365,2020-04-11 06:00:00,-34.18820199999999,-34.841576,6.253611,ARG,POINT (-34.18820199999999 -34.841576),decay
343360,20202365,2020-04-11 07:00:00,-34.31045499999999,-34.855717,6.290487,ARG,POINT (-34.31045499999999 -34.855717),decay
343361,20202365,2020-04-11 08:00:00,-34.409332000000006,-34.880039,6.320517,ARG,POINT (-34.409332000000006 -34.880039),decay
343362,20202365,2020-04-11 09:00:00,-34.46560699999998,-34.922695,6.336455,ARG,POINT (-34.46560699999998 -34.922695),decay
343363,20202365,2020-04-11 10:00:00,-34.67254600000001,-35.017563,6.24503,ARG,POINT (-34.67254600000001 -35.017563),decay
343364,20202365,2020-04-11 11:00:00,-34.73785400000003,-34.99445,6.219493,ARG,POINT (-34.73785400000003 -34.99445),decay
343365,20202365,2020-04-11 12:00:00,-34.80996699999997,-34.989143,6.241639,ARG,POINT (-34.80996699999997 -34.989143),decay
343366,20202365,2020-04-11 13:00:00,-34.947632,-34.967403,6.226988,ARG,POINT (-34.947632 -34.967403),decay
343367,20202365,2020-04-11 14:00:00,-35.08944700000001,-34.994511,6.203773,ARG,POINT (-35.08944700000001 -34.994511),decay
343368,20202365,2020-04-11 15:00:00,-35.15130599999998,-35.024929,6.144776,ARG,POINT (-35.15130599999998 -35.024929),decay
343369,20202365,2020-04-11 16:00:00,-35.233123999999975,-35.055729,6.112051,ARG,POINT (-35.233123999999975 -35.055729),decay
343370,20202365,2020-04-11 17:00:00,-35.288116,-35.067471,6.085402,ARG,POINT (-35.288116 -35.067471),decay
343371,20202365,2020-04-11 18:00:00,-35.25952100000001,-35.101849,6.088399,ARG,POINT (-35.25952100000001 -35.101849),decay
343372,20202365,2020-04-11 19:00:00,-35.168701,-35.108932,6.049217,ARG,POINT (-35.168701 -35.108932),decay
343373,20202365,2020-04-11 20:00:00,-35.08358800000002,-35.114517,6.015678,ARG,POINT (-35.08358800000002 -35.114517),decay
343374,20202365,2020-04-11 21:00:00,-34.952819999999974,-35.110546,5.96393,ARG,POINT (-34.952819999999974 -35.110546),decay
343375,20202365,2020-04-11 22:00:00,-35.092468,-35.007404,5.976331,ARG,POINT (-35.092468 -35.007404),decay
343376,20202365,2020-04-11 23:00:00,-34.98303199999998,-35.043644,5.957761,ARG,POINT (-34.98303199999998 -35.043644),decay
343377,20202365,2020-04-12 00:00:00,-34.88769500000001,-35.05032,5.897631,ARG,POINT (-34.88769500000001 -35.05032),decay
343378,20202365,2020-04-12 01:00:00,-34.808899,-35.03418,5.8366,ARG,POINT (-34.808899 -35.03418),decay
343379,20202365,2020-04-12 02:00:00,-34.71942100000001,-35.015495,5.759688,ARG,POINT (-34.71942100000001 -35.015495),decay
343380,20202365,2020-04-12 03:00:00,-34.61135899999999,-34.992146,5.738781,ARG,POINT (-34.61135899999999 -34.992146),decay
343381,20202365,2020-04-12 04:00:00,-34.487030000000004,-35.000748,5.705893,ARG,POINT (-34.487030000000004 -35.000748),decay
343382,20202365,2020-04-12 05:00:00,-34.36563100000001,-35.005756,5.721483,ARG,POINT (-34.36563100000001 -35.005756),decay
343383,20202365,2020-04-12 06:00:00,-34.207123000000024,-35.016644,5.748139,ARG,POINT (-34.207123000000024 -35.016644),decay
343384,20202365,2020-04-12 07:00:00,-34.022429999999986,-35.040726,5.718892,ARG,POINT (-34.022429999999986 -35.040726),decay
343385,20202365,2020-04-12 08:00:00,-33.794128,-35.062904,5.670763,ARG,POINT (-33.794128 -35.062904),decay
343386,20202365,2020-04-12 09:00:00,-33.56634500000001,-35.105583,5.625042,ARG,POINT (-33.56634500000001 -35.105583),decay
343387,20202365,2020-04-12 10:00:00,-33.223907,-35.182907,5.532117,ARG,POINT (-33.223907 -35.182907),decay
343388,20202365,2020-04-12 11:00:00,-33.048981000000026,-35.240971,5.434197,ARG,POINT (-33.048981000000026 -35.240971),decay
343389,20202365,2020-04-12 12:00:00,-32.87747200000001,-35.297096,5.336919,ARG,POINT (-32.87747200000001 -35.297096),decay
343390,20202365,2020-04-12 13:00:00,-32.70016500000003,-35.345695,5.251922,ARG,POINT (-32.70016500000003 -35.345695),decay
343391,20202365,2020-04-12 14:00:00,-32.49984699999999,-35.418072,5.149422,ARG,POINT (-32.49984699999999 -35.418072),decay
343392,20202365,2020-04-12 15:00:00,-32.301514,-35.491852,5.025266,ARG,POINT (-32.301514 -35.491852),decay
343393,20202365,2020-04-12 16:00:00,-32.01333599999998,-35.566631,4.893077,ARG,POINT (-32.01333599999998 -35.566631),decay
343394,20202365,2020-04-12 17:00:00,-31.69738799999999,-35.613647,4.791172,ARG,POINT (-31.69738799999999 -35.613647),decay
343395,20202365,2020-04-12 18:00:00,-31.373992999999984,-35.679062,4.654543,ARG,POINT (-31.373992999999984 -35.679062),decay
343396,20202365,2020-04-12 19:00:00,-31.120971999999995,-35.735607,4.507483,ARG,POINT (-31.120971999999995 -35.735607),decay
343397,20202365,2020-04-12 20:00:00,-30.889190999999983,-35.776279,4.38976,ARG,POINT (-30.889190999999983 -35.776279),decay
343398,20202365,2020-04-12 21:00:00,-30.606994999999984,-35.812542,4.265377,ARG,POINT (-30.606994999999984 -35.812542),decay
343399,20202365,2020-04-12 22:00:00,-29.923981000000023,-36.062786,4.138228,ARG,POINT (-29.923981000000026 -36.062786),decay
343400,20202365,2020-04-12 23:00:00,-29.894623000000024,-36.023502,4.015138,ARG,POINT (-29.894623000000024 -36.023502),decay
343401,20202365,2020-04-13 00:00:00,-29.87802099999999,-35.980846,3.887582,ARG,POINT (-29.87802099999999 -35.980846),decay
343402,20202365,2020-04-13 01:00:00,-29.891936999999984,-35.879917,3.751196,ARG,POINT (-29.891936999999984 -35.879917),decay
343403,20202365,2020-04-13 02:00:00,-29.83895899999999,-35.766018,3.628548,ARG,POINT (-29.83895899999999 -35.766018),decay
343404,20202365,2020-04-13 03:00:00,-29.684173999999985,-35.66555,3.542856,ARG,POINT (-29.684173999999985 -35.66555),decay
343405,20202365,2020-04-13 04:00:00,-29.42889400000001,-35.606155,3.453611,ARG,POINT (-29.428894000000014 -35.606155),decay
343406,20202365,2020-04-13 05:00:00,-29.209838999999988,-35.533577,3.342147,ARG,POINT (-29.209838999999988 -35.533577),decay
343407,20202365,2020-04-13 06:00:00,-28.901276,-35.487679,3.26595,ARG,POINT (-28.901275999999996 -35.487679),decay
343408,20202365,2020-04-13 07:00:00,-28.66339099999999,-35.448219,3.11252,ARG,POINT (-28.66339099999999 -35.448219),decay
343409,20202365,2020-04-13 08:00:00,-28.392334000000005,-35.43808,2.990208,ARG,POINT (-28.392334000000005 -35.43808),decay
343410,20202365,2020-04-13 09:00:00,-28.132049999999992,-35.394176,2.918327,ARG,POINT (-28.132049999999992 -35.394176),decay
343411,20202365,2020-04-13 10:00:00,-27.917114000000023,-35.066288,2.898628,ARG,POINT (-27.917114000000026 -35.066288),decay
343412,20202365,2020-04-13 11:00:00,-27.588043000000027,-35.019123,2.845197,ARG,POINT (-27.588043000000027 -35.019123),decay
343413,20202365,2020-04-13 12:00:00,-27.190674,-34.996693,2.783761,ARG,POINT (-27.190674 -34.996693),decay
343414,20202365,2020-04-13 13:00:00,-26.771301,-35.044289,2.708919,ARG,POINT (-26.771300999999994 -35.044289),decay
343415,20202365,2020-04-13 14:00:00,-26.34347500000001,-35.081978,2.668098,ARG,POINT (-26.343475000000012 -35.081978),decay
343416,20202365,2020-04-13 15:00:00,-25.958099000000004,-35.083595,2.572477,ARG,POINT (-25.958099000000004 -35.083595),decay
343417,20202365,2020-04-13 16:00:00,-25.607361000000022,-35.065849,2.476655,ARG,POINT (-25.607361000000026 -35.065849),decay
343418,20202365,2020-04-13 17:00:00,-25.199645999999973,-35.002216,2.410651,ARG,POINT (-25.199645999999973 -35.002216),decay
343419,20202365,2020-04-13 18:00:00,-24.823943999999983,-34.921719,2.296754,ARG,POINT (-24.823943999999983 -34.921719),decay
343420,20202365,2020-04-13 19:00:00,-24.445618000000024,-34.827522,2.236572,ARG,POINT (-24.445618000000024 -34.827522),decay
343421,20202365,2020-04-13 20:00:00,-24.09570300000001,-34.741089,2.156207,ARG,POINT (-24.095703000000015 -34.741089),decay
343422,20202365,2020-04-13 21:00:00,-23.654938000000016,-34.67416,2.097669,ARG,POINT (-23.654938000000016 -34.67416),decay
343423,20202365,2020-04-13 22:00:00,-23.541016000000013,-34.50798,2.251997,ARG,POINT (-23.541016000000013 -34.50798),decay
343424,20202365,2020-04-13 23:00:00,-23.236084000000005,-34.455368,2.191288,ARG,POINT (-23.236084000000005 -34.455368),decay
343425,20202365,2020-04-14 00:00:00,-22.920502,-34.387825,2.115111,ARG,POINT (-22.920502 -34.387825),decay
343426,20202365,2020-04-14 01:00:00,-22.624083999999986,-34.321964,2.03312,ARG,POINT (-22.624083999999982 -34.321964),decay
343427,20202365,2020-04-14 02:00:00,-22.324981999999977,-34.282269,1.959125,ARG,POINT (-22.324981999999977 -34.282269),decay
343428,20202365,2020-04-14 03:00:00,-22.02789300000001,-34.273331,1.874879,ARG,POINT (-22.027893000000006 -34.273331),decay
343429,20202365,2020-04-14 04:00:00,-21.77377300000001,-34.275555,1.765858,ARG,POINT (-21.773773000000006 -34.275555),decay
343430,20202365,2020-04-14 05:00:00,-21.53097500000001,-34.277027,1.655445,ARG,POINT (-21.530975000000012 -34.277027),decay
343431,20202365,2020-04-14 06:00:00,-21.293243000000015,-34.275799,1.568721,ARG,POINT (-21.293243000000018 -34.275799),decay
343432,20202365,2020-04-14 07:00:00,-21.112122,-34.25341,1.475301,ARG,POINT (-21.112122 -34.25341),decay
343433,20202365,2020-04-14 08:00:00,-20.973937999999976,-34.234142,1.382967,ARG,POINT (-20.973937999999976 -34.234142),decay
343434,20202365,2020-04-14 09:00:00,-20.766845999999987,-34.242161,1.299257,ARG,POINT (-20.766845999999987 -34.242161),decay
343435,20202365,2020-04-14 10:00:00,-20.677673000000027,-34.105991,1.376275,ARG,POINT (-20.677673000000027 -34.105991),decay
343436,20202365,2020-04-14 11:00:00,-20.458312999999976,-34.088928,1.305107,ARG,POINT (-20.458312999999976 -34.088928),decay
343437,20202365,2020-04-14 12:00:00,-20.283569,-34.024963,1.230232,ARG,POINT (-20.283569 -34.024963),decay
343438,20202365,2020-04-14 13:00:00,-20.124146,-33.958027,1.135382,ARG,POINT (-20.124145999999996 -33.958027),
343439,20202365,2020-04-14 14:00:00,-20.00521900000001,-33.887833,1.102927,ARG,POINT (-20.00521900000001 -33.887833),
