Cyclone ID
LA-PLATA_20110519
LA-PLATA_19850520
LA-PLATA_19790257
LA-PLATA_19840081
LA-PLATA_20160477
LA-PLATA_19960903
LA-PLATA_19790368
LA-PLATA_20204371
LA-PLATA_20000971
LA-PLATA_19870894
LA-PLATA_19890579
LA-PLATA_20190925
