Type of System,Total Count,Percentage
"intensification, mature, decay, intensification 2, mature 2, decay 2",183,4.116985376827897
"incipient, intensification, mature, decay",2834,63.757030371203605
"intensification, mature, decay",209,4.701912260967379
"incipient, intensification, mature, decay, residual",345,7.761529808773904
intensification,175,3.937007874015748
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",211,4.746906636670416
"incipient, intensification, decay, intensification 2, mature, decay 2",27,0.6074240719910011
"decay, intensification",25,0.562429696287964
"intensification, mature, decay, residual",108,2.4296962879640045
"decay, intensification, mature, decay 2",65,1.4623172103487065
"incipient, decay, intensification, mature, decay 2",102,2.294713160854893
"incipient, decay",15,0.3374578177727784
"decay, intensification, residual",4,0.08998875140607424
"incipient, decay, intensification, mature, decay 2, residual",7,0.15748031496062992
"incipient, intensification",2,0.04499437570303712
"decay, intensification, mature, decay 2, residual",11,0.24746906636670418
"incipient, intensification, decay, intensification 2, residual",3,0.06749156355455568
decay,30,0.6749156355455568
"incipient, decay, intensification, residual",3,0.06749156355455568
"intensification, residual",25,0.562429696287964
"decay, intensification, decay 2",4,0.08998875140607424
"incipient, intensification, decay, intensification 2",15,0.3374578177727784
"intensification, mature, decay, intensification 2, mature 2, decay 2, residual",7,0.15748031496062992
"incipient, decay, intensification, mature, decay 2, intensification 2, mature 2",1,0.02249718785151856
"incipient, intensification, decay, intensification 2, decay 2",6,0.13498312710911137
"incipient, decay, intensification, decay 2",6,0.13498312710911137
"incipient, decay, intensification",9,0.20247469066366702
"incipient, decay, intensification, decay 2, residual",1,0.02249718785151856
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2, residual",3,0.06749156355455568
"incipient, intensification, decay, intensification 2, mature, decay 2, residual",1,0.02249718785151856
"intensification, decay",2,0.04499437570303712
"intensification, incipient, decay",3,0.06749156355455568
"decay, residual",2,0.04499437570303712
"decay, intensification, decay 2, intensification 2",1,0.02249718785151856
